CustomerID,total_spent,total_orders,total_items,average_order_value,last_purchase,country,days_since_purchase,recovery_event,failure_reason,recovery_attempts,risk_score,risk_level,recovery_probability,revenue_at_risk,expected_recovery,recommended_action
14057,6217.96,17,4876,21.894225352112677,2011-11-16 10:32:00,United Kingdom,23,successful,none,0,10,LOW,89.0,6217.96,5533.9844,No action required
14059,183.6,1,128,22.95,2011-03-18 10:06:00,United Kingdom,266,checkout_abandoned,checkout_abandoned,1,55,MEDIUM,62.0,183.6,113.832,Send checkout reminder
14060,6140.42,19,5386,30.39811881188119,2011-12-05 12:29:00,United Kingdom,4,successful,none,0,10,LOW,89.0,6140.42,5464.9738,No action required
14062,10464.85,12,5593,94.27792792792793,2011-11-30 10:04:00,United Kingdom,9,successful,none,0,10,LOW,89.0,10464.85,9313.7165,No action required
14064,1353.74,5,1788,16.92175,2011-11-10 13:14:00,United Kingdom,28,successful,none,0,0,LOW,95.0,1353.74,1286.053,No action required
14066,152.55,1,45,21.792857142857144,2011-03-18 12:21:00,United Kingdom,266,checkout_abandoned,checkout_abandoned,1,55,MEDIUM,62.0,152.55,94.581,Send checkout reminder
14067,374.7,2,361,7.2057692307692305,2011-10-07 10:21:00,United Kingdom,63,payment_failed,card_expired,1,40,MEDIUM,71.0,374.7,266.03700000000003,Send payment recovery link
14068,265.85,1,73,11.077083333333334,2011-01-23 16:02:00,United Kingdom,319,checkout_abandoned,checkout_abandoned,1,55,MEDIUM,62.0,265.85,164.827,Send checkout reminder
14071,1438.82,8,995,4.440802469135802,2011-12-06 12:27:00,United Kingdom,3,successful,none,0,0,LOW,95.0,1438.82,1366.879,No action required
14073,151.04,1,130,11.618461538461538,2011-11-07 15:49:00,United Kingdom,31,successful,none,0,0,LOW,95.0,151.04,143.488,No action required
14075,942.26,3,754,21.913023255813954,2011-12-05 08:38:00,United Kingdom,4,successful,none,0,0,LOW,95.0,942.26,895.1469999999999,No action required
14076,122.47,1,81,2.662391304347826,2011-08-02 15:19:00,United Kingdom,128,subscription_failed,insufficient_funds,1,60,MEDIUM,59.0,122.47,72.2573,Retry payment + reminder
14077,499.41999999999996,5,268,11.89095238095238,2011-10-30 12:35:00,United Kingdom,40,successful,none,0,0,LOW,95.0,499.41999999999996,474.44899999999996,No action required
14078,1049.37,6,310,16.144153846153845,2011-08-30 12:16:00,United Kingdom,101,subscription_failed,insufficient_funds,1,60,MEDIUM,59.0,1049.37,619.1283,Retry payment + reminder
14079,375.1,1,301,31.258333333333336,2011-08-07 12:10:00,United Kingdom,124,subscription_failed,insufficient_funds,1,60,MEDIUM,59.0,375.1,221.30900000000003,Retry payment + reminder
14080,45.599999999999994,1,48,11.399999999999999,2011-11-07 11:09:00,United Kingdom,32,successful,none,0,0,LOW,95.0,45.599999999999994,43.31999999999999,No action required
14081,934.52,2,596,6.10797385620915,2011-02-10 16:17:00,United Kingdom,301,checkout_abandoned,checkout_abandoned,1,55,MEDIUM,62.0,934.52,579.4024,Send checkout reminder
14082,182.25,1,110,6.2844827586206895,2010-12-10 11:02:00,United Kingdom,364,checkout_abandoned,checkout_abandoned,1,55,MEDIUM,62.0,182.25,112.995,Send checkout reminder
14083,1018.43,9,732,5.626685082872928,2011-12-05 13:14:00,United Kingdom,3,successful,none,0,0,LOW,95.0,1018.43,967.5084999999999,No action required
14085,4448.54,18,3184,9.885644444444445,2011-12-07 13:46:00,United Kingdom,1,successful,none,0,0,LOW,95.0,4448.54,4226.113,No action required
14087,194.42,1,251,2.8176811594202897,2011-12-07 12:41:00,United Kingdom,2,successful,none,0,0,LOW,95.0,194.42,184.69899999999998,No action required
14088,50491.81,13,12665,85.7246349745331,2011-11-29 16:16:00,United Kingdom,9,successful,none,0,10,LOW,89.0,50491.81,44937.7109,No action required
14089,161.0,1,134,11.5,2011-10-14 10:38:00,United Kingdom,56,payment_failed,card_expired,1,40,MEDIUM,71.0,161.0,114.31,Send payment recovery link
14090,76.32000000000001,1,72,76.32000000000001,2011-01-19 10:51:00,United Kingdom,324,checkout_abandoned,checkout_abandoned,1,55,MEDIUM,62.0,76.32000000000001,47.318400000000004,Send checkout reminder
14092,4076.91,14,2066,19.050981308411213,2011-12-02 12:13:00,United Kingdom,7,successful,none,0,0,LOW,95.0,4076.91,3873.0645,No action required
14093,442.85,1,406,4.217619047619048,2011-11-27 16:27:00,United Kingdom,11,successful,none,0,0,LOW,95.0,442.85,420.7075,No action required
14096,65164.79,17,16352,12.749909998043435,2011-12-05 17:17:00,United Kingdom,3,successful,none,0,10,LOW,89.0,65164.79,57996.663100000005,No action required
14098,147.35,1,104,7.016666666666667,2011-11-03 10:13:00,United Kingdom,36,successful,none,0,0,LOW,95.0,147.35,139.9825,No action required
14099,3104.17,11,2179,12.41668,2011-11-23 13:53:00,United Kingdom,15,successful,none,0,0,LOW,95.0,3104.17,2948.9615000000003,No action required
14100,194.9,1,64,7.496153846153846,2011-07-25 11:01:00,United Kingdom,137,subscription_failed,insufficient_funds,1,60,MEDIUM,59.0,194.9,114.991,Retry payment + reminder
14101,5976.79,6,6942,170.76542857142857,2011-09-27 12:28:00,United Kingdom,73,payment_failed,card_expired,1,50,MEDIUM,65.0,5976.79,3884.9134999999997,Send payment recovery link
14102,1360.28,5,961,17.21873417721519,2011-12-04 15:38:00,United Kingdom,4,successful,none,0,0,LOW,95.0,1360.28,1292.2659999999998,No action required
14104,216.20999999999998,2,72,10.295714285714284,2011-07-08 12:50:00,United Kingdom,154,subscription_failed,insufficient_funds,1,60,MEDIUM,59.0,216.20999999999998,127.56389999999999,Retry payment + reminder
14105,1266.23,1,800,17.111216216216217,2011-04-14 17:58:00,United Kingdom,238,checkout_abandoned,checkout_abandoned,1,55,MEDIUM,62.0,1266.23,785.0626,Send checkout reminder
14107,2703.23,7,1793,21.977479674796747,2011-10-19 12:12:00,United Kingdom,51,payment_failed,card_expired,1,40,MEDIUM,71.0,2703.23,1919.2932999999998,Send payment recovery link
14108,597.91,2,381,17.585588235294118,2011-11-09 10:41:00,United Kingdom,30,successful,none,0,0,LOW,95.0,597.91,568.0145,No action required
14109,144.2,1,88,16.022222222222222,2011-09-28 10:18:00,United Kingdom,72,payment_failed,card_expired,1,40,MEDIUM,71.0,144.2,102.38199999999999,Send payment recovery link
14110,5683.15,12,2445,36.66548387096774,2011-12-06 12:26:00,United Kingdom,3,successful,none,0,10,LOW,89.0,5683.15,5058.0035,No action required
14111,692.85,4,458,69.285,2011-11-25 13:44:00,United Kingdom,13,successful,none,0,0,LOW,95.0,692.85,658.2075,No action required
14112,2915.15,7,1651,18.2196875,2011-11-17 12:30:00,United Kingdom,22,successful,none,0,0,LOW,95.0,2915.15,2769.3925,No action required
14113,1840.42,4,745,54.13,2011-12-06 12:18:00,United Kingdom,3,successful,none,0,0,LOW,95.0,1840.42,1748.399,No action required
14114,386.53,2,101,25.768666666666665,2011-03-11 09:42:00,United Kingdom,273,checkout_abandoned,checkout_abandoned,1,55,MEDIUM,62.0,386.53,239.64859999999996,Send checkout reminder
14116,1382.74,5,707,19.204722222222223,2011-11-20 10:29:00,United Kingdom,19,successful,none,0,0,LOW,95.0,1382.74,1313.6029999999998,No action required
14117,90.0,1,72,30.0,2011-07-19 09:49:00,United Kingdom,143,subscription_failed,insufficient_funds,1,60,MEDIUM,59.0,90.0,53.1,Retry payment + reminder
14121,2780.15,4,2082,17.485220125786164,2011-12-06 12:19:00,United Kingdom,3,successful,none,0,0,LOW,95.0,2780.15,2641.1425,No action required
14124,419.58000000000004,1,1618,83.91600000000001,2011-09-16 13:32:00,United Kingdom,83,payment_failed,card_expired,1,40,MEDIUM,71.0,419.58000000000004,297.90180000000004,Send payment recovery link
14125,2740.43,3,1640,16.409760479041914,2011-11-29 12:47:00,United Kingdom,10,successful,none,0,0,LOW,95.0,2740.43,2603.4084999999995,No action required
14126,706.1300000000001,3,508,47.07533333333334,2011-12-02 11:45:00,United Kingdom,7,successful,none,0,0,LOW,95.0,706.1300000000001,670.8235000000001,No action required
14127,709.71,3,321,16.129772727272726,2011-08-09 10:49:00,United Kingdom,122,subscription_failed,insufficient_funds,1,60,MEDIUM,59.0,709.71,418.7289,Retry payment + reminder
14128,637.5,2,564,13.858695652173912,2011-10-10 12:00:00,United Kingdom,60,payment_failed,card_expired,1,40,MEDIUM,71.0,637.5,452.625,Send payment recovery link
14129,1123.8600000000001,5,592,21.61269230769231,2011-12-08 11:02:00,United Kingdom,1,successful,none,0,0,LOW,95.0,1123.8600000000001,1067.6670000000001,No action required
14130,483.86,1,258,7.221791044776119,2011-01-24 16:05:00,United Kingdom,318,checkout_abandoned,checkout_abandoned,1,55,MEDIUM,62.0,483.86,299.9932,Send checkout reminder
14132,3586.0299999999997,11,3368,17.930149999999998,2011-12-07 13:35:00,United Kingdom,1,successful,none,0,0,LOW,95.0,3586.0299999999997,3406.7284999999997,No action required
14133,605.64,3,348,21.63,2011-08-02 11:34:00,United Kingdom,129,subscription_failed,insufficient_funds,1,60,MEDIUM,59.0,605.64,357.3276,Retry payment + reminder
14135,4690.31,15,3850,35.00231343283583,2011-12-08 11:38:00,United Kingdom,1,successful,none,0,0,LOW,95.0,4690.31,4455.7945,No action required
14138,982.3800000000001,2,610,20.901702127659576,2011-12-08 12:44:00,United Kingdom,1,successful,none,0,0,LOW,95.0,982.3800000000001,933.2610000000001,No action required
14139,415.82,1,510,15.993076923076924,2011-10-24 13:34:00,United Kingdom,45,successful,none,0,0,LOW,95.0,415.82,395.029,No action required
14140,935.05,2,811,14.167424242424241,2011-12-06 09:05:00,United Kingdom,3,successful,none,0,0,LOW,95.0,935.05,888.2975,No action required
14141,915.13,4,355,22.87825,2011-12-07 09:53:00,United Kingdom,2,successful,none,0,0,LOW,95.0,915.13,869.3735,No action required
14142,311.81,1,313,14.173181818181819,2010-12-01 16:33:00,United Kingdom,372,checkout_abandoned,checkout_abandoned,1,55,MEDIUM,62.0,311.81,193.3222,Send checkout reminder
14143,115.8,1,30,16.54285714285714,2011-07-29 09:48:00,United Kingdom,133,subscription_failed,insufficient_funds,1,60,MEDIUM,59.0,115.8,68.322,Retry payment + reminder
14145,3742.2,4,756,340.2,2011-10-24 12:10:00,United Kingdom,46,payment_failed,card_expired,1,40,MEDIUM,71.0,3742.2,2656.962,Send payment recovery link
14146,4191.0,5,2437,19.957142857142856,2011-12-01 10:18:00,United Kingdom,8,successful,none,0,0,LOW,95.0,4191.0,3981.45,No action required
14147,483.4,2,108,96.67999999999999,2011-09-22 18:10:00,United Kingdom,77,payment_failed,card_expired,1,40,MEDIUM,71.0,483.4,343.214,Send payment recovery link
14148,157.2,1,16,52.4,2011-04-20 12:02:00,United Kingdom,233,checkout_abandoned,checkout_abandoned,1,55,MEDIUM,62.0,157.2,97.464,Send checkout reminder
14149,446.62,1,218,15.950714285714286,2011-05-03 09:44:00,United Kingdom,220,checkout_abandoned,checkout_abandoned,1,55,MEDIUM,62.0,446.62,276.9044,Send checkout reminder
14150,658.64,2,496,25.33230769230769,2011-11-04 10:05:00,United Kingdom,35,successful,none,0,0,LOW,95.0,658.64,625.708,No action required
14152,621.29,2,711,12.67938775510204,2011-09-25 12:54:00,United Kingdom,74,payment_failed,card_expired,1,40,MEDIUM,71.0,621.29,441.11589999999995,Send payment recovery link
14154,1345.62,2,465,25.87730769230769,2011-04-14 16:26:00,United Kingdom,238,checkout_abandoned,checkout_abandoned,1,55,MEDIUM,62.0,1345.62,834.2843999999999,Send checkout reminder
14155,118.75,1,25,19.791666666666668,2011-03-18 14:13:00,United Kingdom,265,checkout_abandoned,checkout_abandoned,1,55,MEDIUM,62.0,118.75,73.625,Send checkout reminder
14156,117379.63,55,57885,83.84259285714286,2011-11-30 10:54:00,EIRE,9,successful,none,0,10,LOW,89.0,117379.63,104467.8707,No action required
14157,432.88,2,284,9.018333333333333,2011-11-20 11:32:00,United Kingdom,19,successful,none,0,0,LOW,95.0,432.88,411.236,No action required
14158,507.66,1,781,12.381951219512196,2011-10-30 15:08:00,United Kingdom,39,successful,none,0,0,LOW,95.0,507.66,482.27700000000004,No action required
14159,4693.01,11,4408,3.8978488372093025,2011-11-20 12:36:00,United Kingdom,19,successful,none,0,0,LOW,95.0,4693.01,4458.3595000000005,No action required
14161,1110.52,3,455,10.282592592592593,2011-05-08 11:41:00,United Kingdom,215,checkout_abandoned,checkout_abandoned,1,55,MEDIUM,62.0,1110.52,688.5224000000001,Send checkout reminder
14162,289.36,2,142,11.5744,2011-06-19 11:36:00,United Kingdom,173,subscription_failed,insufficient_funds,1,60,MEDIUM,59.0,289.36,170.72240000000002,Retry payment + reminder
14163,2445.91,4,893,47.036730769230765,2011-09-13 15:18:00,United Kingdom,86,payment_failed,card_expired,1,40,MEDIUM,71.0,2445.91,1736.5960999999998,Send payment recovery link
14164,1631.77,2,1033,56.26793103448276,2011-09-30 12:24:00,United Kingdom,70,payment_failed,card_expired,1,40,MEDIUM,71.0,1631.77,1158.5567,Send payment recovery link
14165,122.53999999999999,1,54,4.901599999999999,2011-03-09 12:39:00,United Kingdom,275,checkout_abandoned,checkout_abandoned,1,55,MEDIUM,62.0,122.53999999999999,75.9748,Send checkout reminder
14167,574.84,4,150,11.054615384615385,2011-10-31 14:29:00,United Kingdom,38,successful,none,0,0,LOW,95.0,574.84,546.0980000000001,No action required
14171,363.79,1,167,6.272241379310345,2011-09-02 16:43:00,United Kingdom,97,subscription_failed,insufficient_funds,1,60,MEDIUM,59.0,363.79,214.6361,Retry payment + reminder
14173,450.84,4,150,15.546206896551723,2011-11-29 11:54:00,United Kingdom,10,successful,none,0,0,LOW,95.0,450.84,428.29799999999994,No action required
14174,134.46,1,94,5.171538461538462,2011-11-06 13:17:00,United Kingdom,32,successful,none,0,0,LOW,95.0,134.46,127.73700000000001,No action required
14175,3222.3,3,1515,21.626174496644296,2011-10-11 11:55:00,United Kingdom,59,payment_failed,card_expired,1,40,MEDIUM,71.0,3222.3,2287.833,Send payment recovery link
14176,576.9000000000001,4,209,18.609677419354842,2011-02-15 13:12:00,United Kingdom,296,checkout_abandoned,checkout_abandoned,1,55,MEDIUM,62.0,576.9000000000001,357.67800000000005,Send checkout reminder
14177,559.41,4,205,13.319285714285714,2011-09-14 15:11:00,United Kingdom,85,payment_failed,card_expired,1,40,MEDIUM,71.0,559.41,397.1811,Send payment recovery link
14178,1620.93,7,1505,4.9569724770642205,2011-12-01 12:01:00,United Kingdom,8,successful,none,0,0,LOW,95.0,1620.93,1539.8835000000001,No action required
14179,719.78,2,330,4.36230303030303,2011-10-30 12:07:00,United Kingdom,40,successful,none,0,0,LOW,95.0,719.78,683.7909999999999,No action required
14180,4748.52,25,719,19.785500000000003,2011-11-29 10:56:00,United Kingdom,10,successful,none,0,0,LOW,95.0,4748.52,4511.094,No action required
14184,452.89,1,127,18.870416666666667,2011-10-04 12:43:00,United Kingdom,66,payment_failed,card_expired,1,40,MEDIUM,71.0,452.89,321.5519,Send payment recovery link
14185,197.65,1,6,65.88333333333334,2011-01-12 13:52:00,United Kingdom,330,checkout_abandoned,checkout_abandoned,1,55,MEDIUM,62.0,197.65,122.543,Send checkout reminder
14188,2054.36,6,1162,31.605538461538462,2011-11-09 12:45:00,United Kingdom,30,successful,none,0,0,LOW,95.0,2054.36,1951.642,No action required
14189,4654.08,15,3937,17.56256603773585,2011-12-07 15:55:00,United Kingdom,1,successful,none,0,0,LOW,95.0,4654.08,4421.376,No action required
14191,4684.76,13,3662,18.08787644787645,2011-12-08 09:23:00,United Kingdom,1,successful,none,0,0,LOW,95.0,4684.76,4450.522,No action required
14193,853.39,2,445,20.318809523809524,2011-10-03 09:34:00,United Kingdom,67,payment_failed,card_expired,1,40,MEDIUM,71.0,853.39,605.9069000000001,Send payment recovery link
14194,11349.52,21,5840,19.601934369602763,2011-12-05 10:38:00,United Kingdom,4,successful,none,0,10,LOW,89.0,11349.52,10101.0728,No action required
14195,1012.0,2,760,144.57142857142858,2011-05-22 10:29:00,United Kingdom,201,checkout_abandoned,checkout_abandoned,1,55,MEDIUM,62.0,1012.0,627.44,Send checkout reminder
14196,335.52,1,142,55.919999999999995,2011-08-25 10:25:00,United Kingdom,106,subscription_failed,insufficient_funds,1,60,MEDIUM,59.0,335.52,197.95680000000002,Retry payment + reminder
14198,701.4,4,290,17.984615384615385,2011-11-21 16:35:00,United Kingdom,17,successful,none,0,0,LOW,95.0,701.4,666.33,No action required
14199,185.39999999999998,1,28,92.69999999999999,2011-05-05 13:44:00,United Kingdom,217,checkout_abandoned,checkout_abandoned,1,55,MEDIUM,62.0,185.39999999999998,114.948,Send checkout reminder
14201,747.44,7,590,20.20108108108108,2011-10-10 13:27:00,United Kingdom,59,payment_failed,card_expired,1,40,MEDIUM,71.0,747.44,530.6824,Send payment recovery link
14204,161.03,1,82,3.659772727272727,2011-12-07 13:38:00,United Kingdom,1,successful,none,0,0,LOW,95.0,161.03,152.9785,No action required
14205,466.7,2,204,19.445833333333333,2011-11-23 10:55:00,United Kingdom,16,successful,none,0,0,LOW,95.0,466.7,443.365,No action required
14206,328.15999999999997,1,276,16.407999999999998,2011-04-14 16:38:00,United Kingdom,238,checkout_abandoned,checkout_abandoned,1,55,MEDIUM,62.0,328.15999999999997,203.45919999999998,Send checkout reminder
14208,151.74,1,114,15.174000000000001,2011-09-06 12:48:00,United Kingdom,94,subscription_failed,insufficient_funds,1,60,MEDIUM,59.0,151.74,89.5266,Retry payment + reminder
14209,2073.43,6,691,23.83252873563218,2011-11-29 10:18:00,United Kingdom,10,successful,none,0,0,LOW,95.0,2073.43,1969.7584999999997,No action required
14210,1905.8400000000001,6,760,18.684705882352944,2011-08-26 12:36:00,United Kingdom,105,subscription_failed,insufficient_funds,1,60,MEDIUM,59.0,1905.8400000000001,1124.4456,Retry payment + reminder
14211,2241.1,9,1242,20.009821428571428,2011-10-17 13:23:00,United Kingdom,52,payment_failed,card_expired,1,40,MEDIUM,71.0,2241.1,1591.181,Send payment recovery link
14212,1070.48,1,1152,118.94222222222223,2011-09-11 12:45:00,United Kingdom,89,payment_failed,card_expired,1,40,MEDIUM,71.0,1070.48,760.0408,Send payment recovery link
14214,1004.38,5,751,14.990746268656716,2011-11-09 10:31:00,United Kingdom,30,successful,none,0,0,LOW,95.0,1004.38,954.1610000000001,No action required
14215,1789.72,6,1358,16.57148148148148,2011-11-28 12:19:00,United Kingdom,11,successful,none,0,0,LOW,95.0,1789.72,1700.234,No action required
14216,1839.3,4,594,31.17457627118644,2011-12-06 14:56:00,United Kingdom,2,successful,none,0,0,LOW,95.0,1839.3,1747.335,No action required
14217,2004.98,17,689,20.0498,2011-12-08 11:53:00,United Kingdom,1,successful,none,0,0,LOW,95.0,2004.98,1904.731,No action required
14218,169.48000000000002,1,160,14.123333333333335,2011-10-28 10:00:00,United Kingdom,42,successful,none,0,0,LOW,95.0,169.48000000000002,161.00600000000003,No action required
14219,89.94,1,78,12.848571428571429,2011-12-05 16:23:00,United Kingdom,3,successful,none,0,0,LOW,95.0,89.94,85.443,No action required
14220,632.4,2,272,30.114285714285714,2011-04-06 13:23:00,United Kingdom,246,checkout_abandoned,checkout_abandoned,1,55,MEDIUM,62.0,632.4,392.08799999999997,Send checkout reminder
14221,3432.8,9,2191,17.78652849740933,2011-10-28 13:42:00,United Kingdom,41,successful,none,0,0,LOW,95.0,3432.8,3261.16,No action required
14222,683.17,1,607,16.662682926829266,2011-06-15 16:42:00,United Kingdom,176,subscription_failed,insufficient_funds,1,60,MEDIUM,59.0,683.17,403.0703,Retry payment + reminder
14223,991.13,3,585,16.518833333333333,2011-09-08 13:38:00,United Kingdom,91,subscription_failed,insufficient_funds,1,60,MEDIUM,59.0,991.13,584.7667,Retry payment + reminder
14224,1050.12,4,514,8.899322033898304,2011-08-21 13:24:00,United Kingdom,109,subscription_failed,insufficient_funds,1,60,MEDIUM,59.0,1050.12,619.5708,Retry payment + reminder
14226,2232.19,5,1308,33.31626865671642,2011-11-11 11:34:00,United Kingdom,28,successful,none,0,0,LOW,95.0,2232.19,2120.5805,No action required
14227,3350.96,10,1820,19.148342857142858,2011-11-13 15:48:00,United Kingdom,25,successful,none,0,0,LOW,95.0,3350.96,3183.4120000000003,No action required
14229,1547.2,3,610,38.68,2011-10-19 10:04:00,United Kingdom,51,payment_failed,card_expired,1,40,MEDIUM,71.0,1547.2,1098.512,Send payment recovery link
14231,925.71,3,409,18.514200000000002,2011-06-09 11:05:00,United Kingdom,183,checkout_abandoned,checkout_abandoned,1,55,MEDIUM,62.0,925.71,573.9402,Send checkout reminder
14232,2048.07,5,1941,17.80930434782609,2011-10-28 11:09:00,United Kingdom,42,successful,none,0,0,LOW,95.0,2048.07,1945.6665000000003,No action required
14233,1462.72,4,680,41.792,2011-10-21 15:54:00,United Kingdom,48,payment_failed,card_expired,1,40,MEDIUM,71.0,1462.72,1038.5312,Send payment recovery link
14234,775.46,4,963,4.877106918238994,2011-11-17 17:53:00,United Kingdom,21,successful,none,0,0,LOW,95.0,775.46,736.687,No action required
14235,3144.86,5,1959,39.80835443037975,2011-09-25 14:37:00,United Kingdom,74,payment_failed,card_expired,1,40,MEDIUM,71.0,3144.86,2232.8505999999998,Send payment recovery link
14236,490.86,2,310,32.724000000000004,2011-09-20 09:13:00,United Kingdom,80,payment_failed,card_expired,1,40,MEDIUM,71.0,490.86,348.51059999999995,Send payment recovery link
14237,161.0,1,38,17.88888888888889,2010-12-01 13:20:00,United Kingdom,372,checkout_abandoned,checkout_abandoned,1,55,MEDIUM,62.0,161.0,99.82,Send checkout reminder
14238,146.85,1,111,18.35625,2011-01-17 14:40:00,United Kingdom,325,checkout_abandoned,checkout_abandoned,1,55,MEDIUM,62.0,146.85,91.04699999999998,Send checkout reminder
14239,2380.85,11,993,21.257589285714285,2011-10-27 14:40:00,United Kingdom,42,successful,none,0,0,LOW,95.0,2380.85,2261.8075,No action required
14240,890.34,2,418,21.19857142857143,2011-11-09 13:45:00,United Kingdom,29,successful,none,0,0,LOW,95.0,890.34,845.823,No action required
14241,213.70000000000002,1,146,21.37,2011-06-09 11:46:00,United Kingdom,183,checkout_abandoned,checkout_abandoned,1,55,MEDIUM,62.0,213.70000000000002,132.49400000000003,Send checkout reminder
14242,280.55,2,123,17.534375,2011-04-19 11:46:00,United Kingdom,234,checkout_abandoned,checkout_abandoned,1,55,MEDIUM,62.0,280.55,173.94100000000003,Send checkout reminder
14243,2588.77,10,1221,18.360070921985816,2011-12-01 11:12:00,United Kingdom,8,successful,none,0,0,LOW,95.0,2588.77,2459.3315,No action required
14245,1693.45,2,976,15.680092592592594,2011-05-04 08:40:00,United Kingdom,219,checkout_abandoned,checkout_abandoned,1,55,MEDIUM,62.0,1693.45,1049.939,Send checkout reminder
14246,1474.06,3,804,19.654133333333334,2011-08-21 11:50:00,United Kingdom,110,subscription_failed,insufficient_funds,1,60,MEDIUM,59.0,1474.06,869.6954,Retry payment + reminder
14247,136.76999999999998,1,47,6.838499999999999,2011-03-06 15:21:00,United Kingdom,277,checkout_abandoned,checkout_abandoned,1,55,MEDIUM,62.0,136.76999999999998,84.79739999999998,Send checkout reminder
14248,302.58,1,102,37.8225,2011-01-25 14:45:00,United Kingdom,317,checkout_abandoned,checkout_abandoned,1,55,MEDIUM,62.0,302.58,187.59959999999998,Send checkout reminder
14250,1904.05,3,1200,17.153603603603603,2011-12-02 14:30:00,United Kingdom,6,successful,none,0,0,LOW,95.0,1904.05,1808.8475,No action required
14251,2879.7000000000003,5,1674,36.91923076923077,2011-12-08 08:32:00,United Kingdom,1,successful,none,0,0,LOW,95.0,2879.7000000000003,2735.715,No action required
14256,969.0600000000001,2,414,18.284150943396227,2011-03-24 13:17:00,United Kingdom,259,checkout_abandoned,checkout_abandoned,1,55,MEDIUM,62.0,969.0600000000001,600.8172,Send checkout reminder
14257,3099.7200000000003,5,1682,29.242641509433966,2011-10-06 16:54:00,United Kingdom,63,payment_failed,card_expired,1,40,MEDIUM,71.0,3099.7200000000003,2200.8012000000003,Send payment recovery link
14258,12669.98,9,7100,114.14396396396396,2011-11-30 15:27:00,United Kingdom,8,successful,none,0,10,LOW,89.0,12669.98,11276.2822,No action required
14259,120.0,1,68,24.0,2011-07-21 10:44:00,United Kingdom,141,subscription_failed,insufficient_funds,1,60,MEDIUM,59.0,120.0,70.8,Retry payment + reminder
14261,1163.45,2,406,22.37403846153846,2011-10-20 10:04:00,United Kingdom,50,payment_failed,card_expired,1,40,MEDIUM,71.0,1163.45,826.0495,Send payment recovery link
14262,2618.23,8,1645,18.3093006993007,2011-12-01 14:17:00,United Kingdom,7,successful,none,0,0,LOW,95.0,2618.23,2487.3185,No action required
14264,333.97,2,70,19.64529411764706,2011-07-08 10:20:00,United Kingdom,154,subscription_failed,insufficient_funds,1,60,MEDIUM,59.0,333.97,197.04230000000004,Retry payment + reminder
14265,530.18,2,330,17.10258064516129,2011-08-22 13:32:00,Unspecified,108,subscription_failed,insufficient_funds,1,60,MEDIUM,59.0,530.18,312.80619999999993,Retry payment + reminder
14267,1516.24,3,530,27.568,2011-06-30 10:09:00,United Kingdom,162,subscription_failed,insufficient_funds,1,60,MEDIUM,59.0,1516.24,894.5816,Retry payment + reminder
14270,492.65000000000003,1,197,16.98793103448276,2011-01-12 09:33:00,United Kingdom,331,checkout_abandoned,checkout_abandoned,1,55,MEDIUM,62.0,492.65000000000003,305.44300000000004,Send checkout reminder
14271,112.32,1,88,11.232,2011-04-28 12:47:00,United Kingdom,225,checkout_abandoned,checkout_abandoned,1,55,MEDIUM,62.0,112.32,69.63839999999999,Send checkout reminder
14272,437.96,2,599,13.271515151515151,2011-09-27 10:08:00,United Kingdom,73,payment_failed,card_expired,1,40,MEDIUM,71.0,437.96,310.9516,Send payment recovery link
14273,559.97,4,264,19.309310344827587,2011-10-19 13:20:00,United Kingdom,50,payment_failed,card_expired,1,40,MEDIUM,71.0,559.97,397.5787,Send payment recovery link
14276,1119.74,3,744,17.4959375,2011-09-02 09:45:00,United Kingdom,98,subscription_failed,insufficient_funds,1,60,MEDIUM,59.0,1119.74,660.6466,Retry payment + reminder
14277,4216.2,3,1984,18.738666666666667,2011-11-24 15:01:00,France,14,successful,none,0,0,LOW,95.0,4216.2,4005.39,No action required
14280,134.04,1,52,16.755,2011-05-27 10:37:00,United Kingdom,196,checkout_abandoned,checkout_abandoned,1,55,MEDIUM,62.0,134.04,83.1048,Send checkout reminder
14282,3729.34,15,2668,23.906025641025643,2011-12-06 17:04:00,United Kingdom,2,successful,none,0,0,LOW,95.0,3729.34,3542.873,No action required
14284,595.25,2,161,18.6015625,2011-11-09 08:11:00,United Kingdom,30,successful,none,0,0,LOW,95.0,595.25,565.4875,No action required
14285,1910.01,4,541,70.74111111111111,2011-11-18 14:50:00,United Kingdom,20,successful,none,0,0,LOW,95.0,1910.01,1814.5095000000001,No action required
14286,4628.75,3,4338,16.53125,2011-11-16 10:34:00,United Kingdom,23,successful,none,0,0,LOW,95.0,4628.75,4397.3125,No action required
14287,176.63,3,261,19.625555555555554,2011-12-01 13:25:00,United Kingdom,7,successful,none,0,0,LOW,95.0,176.63,167.7985,No action required
14288,426.6,1,188,26.6625,2011-05-10 13:22:00,United Kingdom,212,checkout_abandoned,checkout_abandoned,1,55,MEDIUM,62.0,426.6,264.492,Send checkout reminder
14289,911.26,6,292,19.388510638297873,2011-12-01 11:44:00,United Kingdom,8,successful,none,0,0,LOW,95.0,911.26,865.697,No action required
14290,2314.65,5,915,22.917326732673267,2011-11-28 14:02:00,United Kingdom,10,successful,none,0,0,LOW,95.0,2314.65,2198.9175,No action required
14291,3883.25,11,2749,16.385021097046412,2011-12-08 10:26:00,United Kingdom,1,successful,none,0,0,LOW,95.0,3883.25,3689.0875,No action required
